FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,geometry
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d22,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado,Daniel,Aflao sagbado,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2020,{Construit et Utilise},{Elevage traditionnel},{Latrines a eau},"POLYGON ((1.1297645076874256 6.18429757401761, 1.1299839882016822 6.1845114987320375, 1.1301719094263072 6.184374586924775, 1.1298993519249434 6.184132138845776, 1.1297645076874256 6.18429757401761))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d21,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado Avoeme,Ferme Have,Sagbado avoeme,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((1.1180871362673293 6.186921321974521, 1.1186948746708776 6.186742300111223, 1.1185761917503192 6.186319157284212, 1.1179418520025077 6.186394427908016, 1.1180871362673293 6.186921321974521))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d20,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Adelankome,Atamekloe,Adelankome,"{Samedi,Mercredi,Mardi,Lundi,jeudi,Vendredi}",2011,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1230037838662499 6.186658984964279, 1.123247860007139 6.18657953166191, 1.123161461373196 6.1863970037598826, 1.1229368249249445 6.186467867541096, 1.1230037838662499 6.186658984964279))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d1f,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado,Honyanou,Sagbado,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.127405266797732 6.183808472179407, 1.1275135600294899 6.183903979778625, 1.1276253465913042 6.1837893706574905, 1.1275083200344045 6.183678234516309, 1.127405266797732 6.183808472179407))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d1e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado Avoeme,Kpoto,Sagbado,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Vendredi,Dimanche}",2021,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1309157955346918 6.185244922903278, 1.131048581724402 6.185145290284652, 1.1309057739354684 6.184931080091025, 1.1307704823459523 6.185040676014886, 1.1309157955346918 6.185244922903278))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d1d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Segbegan,Ferme Ismael,Segbegan,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2013,{Ferme},{elevage industriel},{autre},"POLYGON ((1.1170847814172509 6.187812039825809, 1.1173267486619973 6.187978351173591, 1.1171534881657592 6.188303549104179, 1.116899571921272 6.188123873559964, 1.1170847814172509 6.187812039825809))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d1c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Segbe Douane,Ferme Kpodzesso,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((1.1106620049442766 6.20051603796541, 1.1109644833399206 6.200534721062067, 1.1109788018438562 6.200128141142438, 1.110663794757269 6.200144155237106, 1.1106620049442766 6.20051603796541))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d1b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Deme,Ferme Kuevi,Akato deme,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,{Ferme},{elevage industriel},{autre},"POLYGON ((1.0901860441722413 6.201611616997792, 1.0900690333259206 6.201322564209676, 1.0904448863474356 6.201199187971376, 1.0905370767112037 6.201484715793253, 1.0901860441722413 6.201611616997792))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d1a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Logote,Ferme Cnfpje,Logote,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2010,{Ferme},{elevage industriel},"{Latrines a eau,Douches}","POLYGON ((1.1271093412019828 6.193101136027954, 1.1270141647597423 6.192733691060312, 1.127293348990315 6.192730537025148, 1.1272806587980164 6.193094827961994, 1.1271093412019828 6.193101136027954))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d19,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi Hodor,Ferme Dogbevi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1313393513624737 6.17182005745557, 1.131342468483298 6.171777445463122, 1.1312442791773258 6.171758851138069, 1.1312466170179443 6.171799913605022, 1.1313393513624737 6.17182005745557))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d18,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Deme,Ferme Houndjo,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.0960664594936818 6.200924122382354, 1.095947385971733 6.200624891928656, 1.0962761611962246 6.2004867855081445, 1.0964481562834838 6.200777466598791, 1.0960664594936818 6.200924122382354))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d17,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi-hodor,Ferme Hodor,Lankouvi,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.132618987806327 6.171841717209538, 1.1327255741446598 6.171827980544763, 1.1327314956079004 6.17191040052807, 1.132624909269568 6.17191236290847, 1.132618987806327 6.171841717209538))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d16,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi-hodor,Ferme Kuwonou,Lankouvi,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Construit et Utilise},{Elevage traditionnel},"{WCs,Latrines a eau}","POLYGON ((1.1320764816199964 6.171868412749068, 1.1325955912026051 6.171778565241365, 1.1326397260254182 6.172451376440531, 1.1321857678479144 6.172495255402104, 1.1320764816199964 6.171868412749068))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d15,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi,Gbedema,Lankouvi,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.126105943740997 6.1812139059255875, 1.126409027593941 6.181224863082594, 1.1263676979776305 6.180923541182228, 1.126094922509981 6.180945455508041, 1.126105943740997 6.1812139059255875))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d14,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi-hodor,Ferme Anate,Lankouvi,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2009,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1264509111863477 6.171018738597528, 1.1265433118566393 6.171018738597528, 1.1265383172258128 6.171214883287105, 1.1264584031325875 6.171214883287105, 1.1264509111863477 6.171018738597528))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d13,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme,Ferme Jean-luc,"Kleme, ferme jean-luc","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,{Ferme},{elevage industriel},{autre},"POLYGON ((1.1018706125872815 6.211434447863113, 1.1018706125872815 6.211332997053931, 1.1021355498132586 6.2113447029175255, 1.1021296623193477 6.211440300793819, 1.1018706125872815 6.211434447863113))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d12,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Deme,Ferme Atassala,"Akato deme, ferme atassala","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,"{Construit et Utilise,Inacheve}",{Elevage traditionnel},"{Latrines a eau,Douches}","POLYGON ((1.093291543679789 6.198943787967456, 1.093159273384946 6.198607400430244, 1.093423813974633 6.198506484127251, 1.093543780056003 6.1988551040011926, 1.093291543679789 6.198943787967456))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d11,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Deme,Ferme Rive,Akato deme/grand lome,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((1.1015659847564394 6.209314711772505, 1.1015489838597594 6.209014716112987, 1.1020335094151401 6.209040067865474, 1.10204200986348 6.209340063510549, 1.1015659847564394 6.209314711772505))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d10,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme,Sawa,Kleme,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Lundi,Mardi}",2020,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((1.1254983333333333 6.206086666666666, 1.1255649713481246 6.206227537592563, 1.1258248596058116 6.206050877658904, 1.1257204600493045 6.2058896754177555, 1.1254983333333333 6.206086666666666))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d0f,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme Agokpanou,Sawa,Kleme agokpanou,"{Dimanche,Samedi,Vendredi,jeudi,Lundi,Mardi}",2016,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1248528417669654 6.2066102419833715, 1.125186031840923 6.206537369820847, 1.1251260576276108 6.206095720135347, 1.124839514164007 6.206188466600013, 1.1248528417669654 6.2066102419833715))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d0e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme Agokpanou,Asawa,Kleme agokpanou,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi}",2016,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((1.11977752208205 6.207776377869624, 1.119918437959015 6.207761956882417, 1.119918437959015 6.207607446280434, 1.1197505822820417 6.2076321679797966, 1.11977752208205 6.207776377869624))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d0d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme Tokonou,Tokonou,Kleme tokonou,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1177418559737389 6.206532694266997, 1.1176944892556115 6.206111662280685, 1.1173322731758173 6.206150441556649, 1.1174297928896082 6.206538234159312, 1.1177418559737389 6.206532694266997))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d0c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme Tokonou,Adekploevi,Kleme tokonou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1147288604470553 6.205992401817772, 1.114820104761786 6.205960573889682, 1.1147608759960839 6.205860315903634, 1.1147064495627355 6.205885778251106, 1.1147288604470553 6.205992401817772))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d0b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme Yewepe,Avonyo,Kleme,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2014,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((1.120274079932913 6.21290208337528, 1.1202607056615743 6.212550485351481, 1.120094270284917 6.212543098835857, 1.1201091305864042 6.212882878447271, 1.120274079932913 6.21290208337528))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d0a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme Yewepe,Nougblega,Kleme yewepe,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2014,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.119645245628031 6.2138099248395, 1.1198265413061752 6.21362821695989, 1.119542709547769 6.213284005926524, 1.1193138609048658 6.213530715144969, 1.119645245628031 6.2138099248395))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d09,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Viepe,Ferme Amblesso,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,{Construit et Utilise},{elevage industriel},"{Douches,Latrines a eau}","POLYGON ((1.10234904478587 6.184819948093464, 1.1025415251534623 6.184595307994304, 1.1026854669935746 6.184721772061867, 1.1024896391413286 6.184936428107306, 1.10234904478587 6.184819948093464))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d08,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Agotime,Gbetounou,Aflao-agotime,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1994,{En construction},{Elevage traditionnel},{autre},"POLYGON ((1.1350490692865005 6.183551469804362, 1.1352256911377794 6.183462381536371, 1.1350880299889885 6.183257091122558, 1.1349308884889535 6.183339723751536, 1.1349308884889535 6.183339723751536, 1.1350490692865005 6.183551469804362))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d07,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme Yewepe,Ferme Sawa,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((1.1207566274078022 6.209040625197582, 1.1206234903687893 6.208902160393601, 1.1207627721942182 6.208802384262284, 1.1209532605731132 6.208906232888356, 1.1207566274078022 6.209040625197582))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d06,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Agotime,Akakpovi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2020,{Construit et Utilise},{Elevage traditionnel},{WCs},"POLYGON ((1.1350997139477454 6.182917157879433, 1.1349515339361413 6.182484615138493, 1.1344894512918187 6.182617192243027, 1.1347530554848886 6.183172165808255, 1.1350997139477454 6.182917157879433))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d05,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi,Koudjodji,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2008,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((1.1262281042287847 6.1813071882877155, 1.1263376785450905 6.1813049536771025, 1.1263326212689533 6.181212217328277, 1.1262354091832052 6.18121668655028, 1.1262281042287847 6.1813071882877155))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d04,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi,Amewor,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2021,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((1.125641486954311 6.179212438817421, 1.1258637958428697 6.179239740952801, 1.1258637958428697 6.179082428629608, 1.1256558716470997 6.179048625975545, 1.125641486954311 6.179212438817421))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d03,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi,Kpeglo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",1999,{En construction},{Elevage traditionnel},{autre},"POLYGON ((1.12896089411991 6.180987310967698, 1.1290203034372142 6.181105438866346, 1.1287013692074768 6.181313716939181, 1.1286138186346077 6.181226675366478, 1.1284731123567826 6.181282630664859, 1.1283511669160007 6.181074352579785, 1.128820187842085 6.180819444961091, 1.12896089411991 6.180987310967698))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d02,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Segbe Douane,Ferme Jean-luc,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,"{Construit et Utilise,Ferme}",{elevage industriel},"{Douches,Latrines a eau}","POLYGON ((1.1047560090483923 6.193667690510715, 1.104392609800736 6.193152765226098, 1.1048061330825516 6.192916065531628, 1.1051486473159746 6.19341853317764, 1.1047560090483923 6.193667690510715))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d01,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado-zanvi,Ferme Dablaka,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((1.121821441732964 6.199957692010747, 1.1221097092830958 6.199890449423191, 1.122059785852626 6.199765570309273, 1.1217908435013857 6.199842418998259, 1.121821441732964 6.199957692010747))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1d00,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi,Konve,Lankouvi,"{Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2010,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1255418904055994 6.182162143088319, 1.125941896659551 6.182312987217351, 1.1260706343045008 6.182052438240183, 1.1256959158022357 6.1818855954067, 1.1255418904055994 6.182162143088319))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cff,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi,Gadegbe,Lankouvi,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{WCs},"POLYGON ((1.1254232165170892 6.180210787784032, 1.1259565193459409 6.180342165597088, 1.1260650677093353 6.179783809666323, 1.125512886904241 6.1796289713626855, 1.1254232165170892 6.180210787784032))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cfe,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado Agotime,Atigbla,Atigbla,"{Dimanche,Samedi,Vendredi,jeudi,Mardi,Mercredi,Lundi}",1994,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1356753264698942 6.183580084846553, 1.1358788558548043 6.1835592245136395, 1.1359313118818428 6.183310986488826, 1.1357193895326068 6.183302642351514, 1.1356753264698942 6.183580084846553))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cfd,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado Agotime,Mahagnade,Sagbado agotime,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2019,{Construit et Utilise},{Elevage traditionnel},{Latrines a eau},"POLYGON ((1.1361727124266914 6.1843742362223395, 1.1365354645920436 6.184417375106447, 1.136570177717915 6.184182699534398, 1.1362213108029109 6.184110226174922, 1.1361727124266914 6.1843742362223395))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cfc,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Viepe,Ferme Olivier,Akato viepe,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,{Ferme},{elevage industriel},"{Douches,WCs}","POLYGON ((1.0910628316911684 6.185031243125698, 1.0909583250778765 6.184733249029399, 1.0911730804260702 6.184663602875399, 1.0912913681312246 6.1849467543951455, 1.0911880099422546 6.184984431803681, 1.0910628316911684 6.185031243125698))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cfb,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Viepe,Ferme Bonus De Dieu,Akato viepe,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2010,{Ferme},{elevage industriel},"{WCs,Douches}","POLYGON ((1.0996847795412132 6.192331436548437, 1.099390156751092 6.191977145621482, 1.099660080624676 6.191759659984228, 1.0999441181648526 6.192094657984983, 1.0996847795412132 6.192331436548437))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cfa,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado-zanvi,Ferme Awoudor,Zanvi,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi,Dimanche}",2015,{Construit et Utilise},{Elevage traditionnel},"{WCs,Latrines a eau}","POLYGON ((1.1162662263093903 6.199899128148844, 1.1162662263093903 6.200202529540983, 1.1165126268593948 6.200203772988952, 1.1165138776236074 6.199906588840908, 1.1162662263093903 6.199899128148844))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf9,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Gbomame,Ferme Senam,Gbomamé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Construit et Utilise},{Elevage traditionnel},"{WCs,Latrines a eau}","POLYGON ((1.1251793348164083 6.213907063637561, 1.1254477622508088 6.213841750611214, 1.12542899110155 6.2135842305997615, 1.1252788219074799 6.213629016697762, 1.125261927873147 6.213627150610423, 1.1251755805865569 6.213643945396249, 1.1251793348164083 6.213907063637561))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf8,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Kleme-yewepe,Ferme Koffi,Kleme,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1210965630688916 6.211278432781972, 1.1212236849917223 6.211173567847926, 1.1213075313663552 6.211298599113047, 1.1211925806914547 6.211394053069659, 1.1210965630688916 6.211278432781972))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf7,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Viepe,Ferme Kaka,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},"{WCs,Douches}","POLYGON ((1.092221255387064 6.18519522047817, 1.0921858369247093 6.18495945120823, 1.0918963294932886 6.185005380295037, 1.0919363677550806 6.185233494700383, 1.092221255387064 6.18519522047817))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf6,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Wougome Kpontavi,Bles,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2015,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((1.097464660179992 6.221242709877384, 1.0977575007091231 6.221178806372587, 1.097746787031228 6.220942718356941, 1.097414663016482 6.2209817705172235, 1.097443232824202 6.221240934780127, 1.097464660179992 6.221242709877384))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf5,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Wougome Kpontavi,Amouzou,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi}",2018,{En construction},{Elevage traditionnel},{Douches},"POLYGON ((1.0983405840838858 6.220921267377744, 1.09841087092715 6.220910016647333, 1.098403127461367 6.2208371829656945, 1.098314971081679 6.22085909228562, 1.0983405840838858 6.220921267377744))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf4,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Wougome Kpontavi,Alli,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((1.096469337567707 6.2206031329913705, 1.0966059690212269 6.2205838602443855, 1.0965625793028793 6.220356258226553, 1.0963945595424696 6.220387461734825, 1.0964324101478367 6.220610474990036, 1.096469337567707 6.2206031329913705))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf3,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Wougome Kpontavi,Dekadje,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,{En construction},{Elevage traditionnel},{Douches},"POLYGON ((1.0928144858363928 6.221633280624261, 1.0929584176879907 6.22160565343234, 1.0929443148552693 6.2214976187275965, 1.0928074344200323 6.221533905195788, 1.0928144858363928 6.221633280624261))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf2,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Wougome Kpontavi,Ouro-agouda,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{WCs},"POLYGON ((1.1013347214339335 6.217558073566093, 1.1012880974222061 6.217423237880567, 1.1016074012600967 6.217358629102334, 1.101649786725303 6.2176985273684275, 1.1013686298060987 6.217747686190383, 1.1013347214339335 6.217558073566093))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1cf1,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Akato Viepe,Ferme Sma,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((1.1068834058676678 6.187345923450389, 1.1074502088786076 6.187319673390785, 1.1076244744006052 6.186726421696071, 1.1067707493685988 6.186680921538598, 1.1068834058676678 6.187345923450389))"
